Accession	Name	Cluster	Subcluster	PEQtoCluRepr	Grose_Casjens_Cluster	Gros_Casjens_Subcluster
NC_054668.1	Streptomyces phage Daudau, complete genome	11	1	0.456117		
NC_054663.1	Streptomyces phage Diane, complete genome	11	1	0.441141		
NC_054672.1	Streptomyces phage Endor1, complete genome	11	3	0.518292		
NC_054673.1	Streptomyces phage Endor2, complete genome	11	3	0.498534999999999		
NC_054680.1	Streptomyces phage Goby, complete genome	11	2	0.906961		
NC_054661.1	Streptomyces phage Hank144, complete genome	11	1	0.48688		
NC_042052.1	Streptomyces phage Hydra, complete genome	11	2	0.66073		
NC_054667.1	Streptomyces phage Issmi, complete genome	11	1	0.436806		
NC_028976.1	Streptomyces phage Izzy, complete genome	11	2	0.688971		
NC_054660.1	Streptomyces phage Janus, complete genome	11	1	0.455188999999999		
NC_054674.1	Streptomyces phage Joe, complete genome	11	3	0.47939		
NC_028827.1	Streptomyces phage Lannister, complete genome	11	2	0.738509		
NC_021298.1	Streptomyces phage Lika, complete genome	11	2	0.882935999999999		
NC_054681.1	Streptomyces phage Lorelei, complete genome	11	2	1		
NC_031078.1	Streptomyces phage Nanodon, complete genome	11	2	0.720947999999999		
NC_054662.1	Streptomyces phage Omar, complete genome	11	1	0.441396		
NC_070968.1	Streptomyces phage Pablito, complete genome	11	1	0.481124		
NC_054671.1	Streptomyces phage Paedore, complete genome	11	1	0.456006		
NC_041856.1	Streptomyces phage phiCAM, complete genome	11	3	0.454079		
NC_041849.1	Streptomyces phage phiELB20, complete genome	11	1	0.454986		
NC_018836.1	Streptomyces phage phiHau3, complete genome	11	4	0.393310999999999		
NC_019414.1	Streptomyces phage R4, complete genome	11	1	0.451648		
NC_054675.1	Streptomyces phage Saftant, complete genome	11	3	0.4648		
NC_054657.1	Streptomyces phage Salutena, complete genome	11	1	0.43421		
NC_054658.1	Streptomyces phage Sentinel, complete genome	11	1	0.434554		
NC_054676.1	Streptomyces phage Sitrop, complete genome	11	3	0.461963		
NC_054659.1	Streptomyces phage Spernnie, complete genome	11	1	0.43542		
NC_021304.1	Streptomyces phage Sujidade, complete genome	11	2	0.873602		
NC_054665.1	Streptomyces phage Tefunt, complete genome	11	1	0.439377		
NC_054670.1	Streptomyces phage Thestral, complete genome	11	1	0.447813		
NC_054679.1	Streptomyces phage Werner, complete genome	11	2	0.82589		
NC_054678.1	Streptomyces phage Yasdnil, complete genome	11	2	0.825126		
NC_054656.1	Streptomyces phage Yosif, complete genome	11	5	0.472664		
NC_021339.1	Streptomyces phage Zemlya, complete genome	11	2	0.915623		
NC_028663.1	Cyanophage P-TIM40, complete genome	12	11	0.271846		
NC_047715.1	Cyanophage S-RIM12 isolate RW 1 0310, complete genome	12	1	1		
NC_047716.1	Cyanophage S-RIM12 isolate RW 6 0310, complete genome	12	1	0.920558		
NC_047717.1	Cyanophage S-RIM12 isolate W1 8 0910, complete genome	12	1	0.920295		
NC_031242.1	Cyanophage S-RIM50 isolate RW 29 0704, complete genome	12	1	0.555806999999999		
NC_048015.1	Cyanophage S-TIM4, complete genome	12	2	0.491006		
NC_015283.1	Prochlorococcus phage P-RSM4, complete genome	12	2	0.490129		
NC_006884.2	Prochlorococcus phage P-SSM4, complete genome	12	7	0.485349999999999		
NC_015290.1	Prochlorococcus phage P-SSM7, complete genome	12	14	0.475738		
NC_015285.1	Prochlorococcus phage Syn33, complete genome	12	1	0.847393		
NC_027130.1	Synechococcus phage ACG-2014b isolate Syn7803C100, complete genome	12	1	0.615758		
NC_047718.1	Synechococcus phage ACG-2014b isolate Syn7803C61, complete genome	12	1	0.550235		
NC_047719.1	Synechococcus phage ACG-2014b isolate Syn9311C4, complete genome	12	1	0.61822		
NC_026923.1	Synechococcus phage ACG-2014d isolate Syn7803C102, complete genome	12	4	0.447543		
NC_062734.1	Synechococcus phage ACG-2014d isolate Syn7803C45, complete genome	12	4	0.446775		
NC_026924.1	Synechococcus phage ACG-2014g isolate Syn7803US105, complete genome	12	1	0.603617		
NC_019443.1	Synechococcus phage metaG-MbCM1, complete genome	12	9	0.348326		
NC_055744.1	Synechococcus phage S-B64, complete genome	12	3	0.470836		
NC_055710.1	Synechococcus phage S-CAM22 isolate 0210CC35, complete genome	12	5	0.557483		
NC_031903.1	Synechococcus phage S-CAM22 isolate 1209TA19, complete genome	12	5	0.557013		
NC_021530.1	Synechococcus phage S-CAM8 strain S-CAM8 06008BI06, complete genome	12	1	0.652339999999999		
NC_055719.1	Synechococcus phage S-H35, complete genome	12	3	0.481681		
NC_070964.1	Synechococcus phage S-H38, complete genome	12	15	0.345944		
NC_023584.1	Synechococcus phage S-MbCM100, complete genome	12	10	0.570006		
NC_019444.1	Synechococcus phage S-MbCM6, complete genome	12	17	0.512704		
NC_020859.1	Synechococcus phage S-RIM2 R1 1999, complete genome	12	1	0.641471		
NC_020486.1	Synechococcus phage S-RIM8 A.HR1, complete genome	12	1	0.569404999999999		
NC_047733.1	Synechococcus phage S-RIM8 isolate RW 22 0300, complete genome	12	1	0.566918		
NC_015281.1	Synechococcus phage S-ShM2, complete genome	12	8	0.414066		
NC_015282.1	Synechococcus phage S-SM1, complete genome	12	2	0.537987		
NC_015289.1	Synechococcus phage S-SSM5, complete genome	12	2	0.524915		
NC_070839.1	Synechococcus phage S-SZBM1, complete genome	12	6	0.278057		
NC_031944.1	Synechococcus phage S-WAM1 isolate 0810PA09, complete genome	12	12	0.283729		
NC_015286.1	Synechococcus phage Syn19, complete genome	12	13	0.551419		
NC_008296.2	Synechococcus phage syn9, complete genome	12	16	0.492591		
NC_028832.1	Mycobacteriophage Omnicron, complete genome	13	2	0.301185999999999		
NC_051610.1	Mycobacterium phage Adephagia, complete sequence	13	1	0.95479		
NC_051611.1	Mycobacterium phage Adonis, complete genome	13	1	0.910154		
NC_051612.1	Mycobacterium phage AlishaPH, complete genome	13	1	0.904027		
NC_051613.1	Mycobacterium phage Amelie, complete genome	13	9	0.565037999999999		
NC_051605.1	Mycobacterium phage Amgine, complete genome	13	7	0.533282		
NC_051588.1	Mycobacterium phage Aminay, complete genome	13	11	0.302911		
NC_051606.1	Mycobacterium phage Amohnition, complete genome	13	7	0.509733		
NC_042031.1	Mycobacterium phage Anaya, complete sequence	13	1	0.889975		
NC_014458.1	Mycobacterium phage Angelica, complete genome	13	1	0.899861999999999		
NC_051614.1	Mycobacterium phage Apocalypse, complete genome	13	1	0.920191		
NC_023747.1	Mycobacterium phage BarrelRoll, complete genome	13	1	1		
NC_051615.1	Mycobacterium phage Beezoo, complete genome	13	1	0.934222		
NC_051616.1	Mycobacterium phage Bella96, complete genome	13	1	0.844755		
NC_051600.1	Mycobacterium phage Bryler, complete genome	13	8	0.485722		
NC_028979.1	Mycobacterium phage Cheetobro, complete genome	13	4	0.332532999999999		
NC_051617.1	Mycobacterium phage Chris, complete genome	13	3	0.504909		
NC_051593.1	Mycobacterium phage Collard, complete genome	13	2	0.339253		
NC_014459.2	Mycobacterium phage CrimD, complete genome	13	1	0.910267		
NC_051618.1	Mycobacterium phage Curiosium, complete genome	13	1	0.585761		
NC_051607.1	Mycobacterium phage DarthP, complete genome	13	7	0.511061		
NC_051608.1	Mycobacterium phage Ekdilam, complete genome	13	7	0.522213		
NC_051609.1	Mycobacterium phage Ellie, complete genome	13	7	0.536441		
NC_028936.1	Mycobacterium phage Enkosi, complete genome	13	9	0.549927		
NC_051590.1	Mycobacterium phage Eponine, complete genome	13	4	0.318490999999999		
NC_051598.1	Mycobacterium phage Findley, complete genome	13	5	0.39295		
NC_027365.1	Mycobacterium phage Fionnbharth, complete genome	13	4	0.330968		
NC_031035.1	Mycobacterium phage Gengar, complete genome	13	2	0.348041		
NC_051589.1	Mycobacterium phage Henu3, complete genome	13	4	0.226901		
NC_051604.1	Mycobacterium phage Hurricane, complete genome	13	6	0.443189		
NC_026603.1	Mycobacterium phage Keshu, complete genome	13	6	0.439057999999999		
NC_051619.1	Mycobacterium phage KiSi, complete genome	13	3	0.504108999999999		
NC_028947.1	Mycobacterium phage Kratio, complete genome	13	2	0.329128		
NC_051601.1	Mycobacterium phage Krueger, complete genome	13	8	0.477693999999999		
NC_023724.1	Mycobacterium phage Larva, complete genome	13	2	0.321809		
NC_051620.1	Mycobacterium phage LastHope, complete genome	13	1	0.614651		
NC_051621.1	Mycobacterium phage LaterM, complete genome	13	1	0.872822		
NC_051594.1	Mycobacterium phage Leston, complete genome	13	2	0.34419		
NC_051622.1	Mycobacterium phage MarkPhew, complete genome	13	3	0.51813		
NC_051623.1	Mycobacterium phage Marshawn, complete genome	13	3	0.534972999999999		
NC_026598.1	Mycobacterium phage Milly, complete genome	13	5	0.392679		
NC_028759.1	Mycobacterium phage Mufasa, complete genome	13	5	0.373862999999999		
NC_028978.1	Mycobacterium phage Murucutumbu, complete genome	13	1	0.89111		
NC_051624.1	Mycobacterium phage Nibb, complete genome	13	3	0.520763		
NC_051625.1	Mycobacterium Phage Niklas, complete genome	13	1	0.550591		
NC_024366.1	Mycobacterium phage OkiRoe, complete genome	13	2	0.360623		
NC_051595.1	Mycobacterium phage Paola, complete genome	13	2	0.34012		
NC_051592.1	Mycobacterium phage Patt, complete genome	13	4	0.328974		
NC_051626.1	Mycobacterium phage Prithvi, complete genome	13	1	0.899896		
NC_051596.1	Mycobacterium phage Rando14, complete genome	13	2	0.306872999999999		
NC_051602.1	Mycobacterium phage Shandong1, complete genome	13	8	0.471960999999999		
NC_028846.1	Mycobacterium phage ShedlockHolmes, complete genome	13	6	0.444335		
NC_051627.1	Mycobacterium phage SirPhilip, complete genome	13	3	0.509395		
NC_051591.1	Mycobacterium phage Taquito, complete genome	13	4	0.316855		
NC_051597.1	Mycobacterium phage Thyatira, complete genome	13	2	0.338891999999999		
NC_003387.1	Mycobacterium phage TM4, complete genome	13	5	0.355265999999999		
NC_051599.1	Mycobacterium phage Unicorn, complete genome	13	8	0.478749		
NC_051628.1	Mycobacterium phage Urkel, complete genome	13	1	0.83893		
NC_023498.1	Mycobacterium phage Validus, complete genome	13	1	0.547115999999999		
NC_051603.1	Mycobacterium phage Ximenita, complete genome	13	8	0.479535999999999		
NC_051629.1	Mycobacterium phage Yuna, complete genome	13	10	0.492092		
NC_051630.1	Mycobacterium phage Yunkel11, complete genome	13	1	0.706372		
NC_051631.1	Mycobacterium phage Zavala, complete genome	13	1	0.930287		
NC_024147.1	Mycobacterium phage ZoeJ, complete genome	13	5	0.400408		
NC_042332.1	Mycobacterium virus JAWS, complete genome	13	1	0.959006		
NC_042338.1	Mycobacterium virus MacnCheese, complete genome	13	6	0.438351999999999		
NC_042325.1	Mycobacterium virus Pixie, complete genome	13	6	0.448323		
NC_049461.1	Bacteriophage R18C, complete genome	14	1	1		
NC_022750.1	Enterobacteria phage fiAA91-ss, complete genome	14	1	0.768261		
NC_019932.1	Erwinia phage ENT90, complete genome	14	8	0.315092999999999		
NC_047833.1	Erwinia phage EtG, complete genome	14	1	0.467041999999999		
NC_001317.1	Escherichia phage 186, complete genome	14	1	0.49816		
NC_049342.1	Escherichia phage 500465-1, complete genome	14	7	0.239913		
NC_070909.1	Escherichia phage Cartapus genome assembly, complete genome: monopartite	14	2	0.277197		
NC_041848.1	Escherichia phage P2, complete genome	14	1	0.750875		
NC_028896.1	Escherichia phage pro147, complete genome	14	1	0.789099		
NC_028943.1	Escherichia phage pro483, complete genome	14	1	0.749265		
NC_049457.1	Escherichia phage vB EcoM-12474III, complete genome	14	1	0.762213		
NC_005056.1	Escherichia phage Wphi, complete genome	14	1	0.813437		
NC_047818.1	Klebsiella phage 4 LV-2017, complete genome	14	2	0.278257		
NC_049453.1	Klebsiella phage ST13-OXA48phi12.1, complete genome	14	5	0.232396		
NC_049451.1	Klebsiella phage ST147-VIM1phi7.1, complete genome	14	6	0.450231999999999		
NC_049454.1	Klebsiella phage ST15-OXA48phi14.1, complete genome	14	3	0.253216		
NC_049448.1	Klebsiella phage ST437-OXA245phi4.1, complete genome	14	3	0.230485		
NC_049449.1	Klebsiella phage ST437-OXA245phi4.2, complete genome	14	3	0.159981999999999		
NC_049452.1	Klebsiella phage ST512-KPC3phi13.2, complete genome	14	3	0.244651999999999		
NC_070911.1	Salmonella phage BIS20, complete genome	14	1	0.514687		
NC_021774.1	Salmonella phage FSL SP-004, complete genome	14	1	0.725287		
NC_019488.1	Salmonella phage RE-2010, complete genome	14	2	0.276215		
NC_029003.2	Salmonella phage SEN1, complete genome	14	1	0.497143		
NC_047753.1	Salmonella phage SEN8, complete genome	14	2	0.298442		
NC_073747.1	Salmonella phage STYP1, complete genome	14	1	0.83533		
NC_049459.1	Salmonella phage SW9, complete genome	14	1	0.541419		
NC_070908.1	Yersinia phage HQ103, complete genome	14	1	0.858343		
NC_004745.1	Yersinia phage L-413C, complete genome	14	1	0.801563		
NC_070907.1	Yersinia phage P37, complete genome	14	1	0.781908		
NC_070916.1	Yersinia phage vB YenM 06.16-2, complete genome	14	4	0.409807		
NC_070914.1	Yersinia phage vB YenM 201.16, complete genome	14	4	0.398506		
NC_070918.1	Yersinia phage vB YenM 31.17, complete genome	14	4	0.383324		
NC_070913.1	Yersinia phage vB YenM 42.18, complete genome	14	9	0.299556999999999		
NC_070915.1	Yersinia phage vB YenM 56.17, complete genome	14	4	0.383775		
NC_055844.1	Yersinia phage vB YpM 22, complete genome	14	1	0.825875		
NC_055845.1	Yersinia phage vB YpM 46, complete genome	14	1	0.78594		
NC_055846.1	Yersinia phage vB YpM 50, complete genome	14	1	0.801417		
NC_023556.1	Achromobacter phage JWAlpha, complete genome	15	10	0.357209		
NC_028908.2	Achromobacter phage phiAxp-3, complete genome	15	2	0.365901		
NC_054967.1	Achromobacter phage vB AxyP 19-32 Axy04, complete genome	15	2	0.368504		
NC_054971.1	Achromobacter phage vB AxyP 19-32 Axy10, complete genome	15	5	0.366394		
NC_054972.1	Achromobacter phage vB AxyP 19-32 Axy11, complete genome	15	5	0.369210999999999		
NC_054968.1	Achromobacter phage vB AxyP 19-32 Axy12, complete genome	15	2	0.366124		
NC_054969.1	Achromobacter phage vB AxyP 19-32 Axy24, complete genome	15	2	0.364508999999999		
NC_070849.1	Alcaligenes phage vB AfaP QDWS595, complete genome	15	9	0.280769		
NC_024142.2	Enterobacteria phage Bp4, complete genome	15	1	0.726355		
NC_023579.1	Erwinia phage Ea9-2, complete genome	15	4	0.345184999999999		
NC_049510.1	Erwinia phage phiEaP-8, complete genome	15	13	0.322374999999999		
NC_031062.2	Erwinia phage vB EamP Frozen, complete genome	15	4	0.345674		
NC_041906.1	Escherichia phage EC1-UPM, complete genome	15	1	0.86058		
NC_018854.1	Escherichia phage ECBP1, complete genome	15	1	1		
NC_070871.1	Escherichia phage PGN829.1, complete genome	15	1	0.736051		
NC_070870.1	Escherichia phage phi G17, complete genome	15	1	0.716711		
NC_070873.1	Escherichia phage St11Ph5, complete genome	15	1	0.812065		
NC_070872.1	Escherichia phage U1G, complete genome	15	1	0.684512999999999		
NC_024786.1	Escherichia phage vB EcoP PhAPEC5, complete genome	15	1	0.772412		
NC_024790.1	Escherichia phage vB EcoP PhAPEC7, complete genome	15	1	0.818412		
NC_070869.1	Escherichia phage vB EcoP SP5M, complete genome	15	1	0.74535		
NC_070874.1	Escherichia phage vB EcoP-ZQ2, complete genome	15	1	0.788405999999999		
NC_048700.1	Klebsiella phage KP8, complete genome	15	14	0.502621		
NC_054970.1	Pseudomonas phage inbricus, complete genome	15	6	0.38142		
NC_049456.2	Pseudomonas phage Zuri, complete genome	15	11	0.310373		
NC_023589.1	Shigella phage pSb-1, complete genome	15	16	0.479101		
NC_070850.1	Shigella virus Moo19, complete genome	15	1	0.593016		
NC_070858.1	Stenotrophomonas phage C121, complete genome	15	7	0.290135999999999		
NC_070867.1	Stenotrophomonas phage Paxi, complete genome	15	3	0.305216		
NC_070847.1	Stenotrophomonas phage Philippe, complete genome	15	8	0.284462		
NC_070868.1	Stenotrophomonas phage Piffle, complete genome	15	3	0.294521		
NC_049463.1	Stenotrophomonas phage Pokken, complete genome	15	3	0.304454		
NC_048703.1	Xanthomonas phage RiverRider, complete genome	15	12	0.305577		
NC_071086.1	MAG: Streptococcus phage VS-2018a, complete genome	16	2	0.500186		
NC_004303.1	Streptococcus phage 01205, complete genome	16	1	0.573514		
NC_007019.1	Streptococcus phage 2972, complete genome	16	1	0.762042		
NC_010353.1	Streptococcus phage 858, complete genome	16	1	0.721255		
NC_013598.1	Streptococcus phage ALQ13.2, complete genome	16	1	0.698474		
NC_071061.1	Streptococcus phage CHPC1042, complete genome	16	1	0.554105		
NC_071062.1	Streptococcus phage CHPC1109, complete genome	16	1	0.539885		
NC_071063.1	Streptococcus phage CHPC1152, complete genome	16	1	0.753646		
NC_071064.1	Streptococcus phage CHPC1230, complete genome	16	1	0.547586		
NC_071065.1	Streptococcus phage CHPC1246, complete genome	16	1	0.602007		
NC_071066.1	Streptococcus phage CHPC1247, complete genome	16	1	0.615398		
NC_071067.1	Streptococcus phage CHPC1248, complete genome	16	1	0.589744		
NC_071068.1	Streptococcus phage CHPC640, complete genome	16	1	0.61897		
NC_071069.1	Streptococcus phage CHPC869, complete genome	16	1	0.600586		
NC_071070.1	Streptococcus phage CHPC931, complete genome	16	1	0.667540999999999		
NC_071071.1	Streptococcus phage CHPC951, complete genome	16	1	0.70917		
NC_071072.1	Streptococcus phage CHPC952, complete genome	16	1	0.51498		
NC_071073.1	Streptococcus phage P4761, complete genome	16	1	0.546575		
NC_071074.1	Streptococcus phage P7571, complete genome	16	1	1		
NC_071075.1	Streptococcus phage P7951, complete genome	16	1	0.632301999999999		
NC_071076.1	Streptococcus phage P7952, complete genome	16	1	0.651799999999999		
NC_071077.1	Streptococcus phage P7953, complete genome	16	1	0.667529		
NC_071078.1	Streptococcus phage P7954, complete genome	16	1	0.662992999999999		
NC_071079.1	Streptococcus phage P7955, complete genome	16	1	0.542285		
NC_071080.1	Streptococcus phage P9853, complete genome	16	1	0.785203		
NC_002214.1	Streptococcus phage Sfi11, complete genome	16	1	0.608043		
NC_071081.1	Streptococcus phage SW1151, complete genome	16	1	0.777932		
NC_071082.1	Streptococcus phage SW13, complete genome	16	1	0.669011		
NC_071083.1	Streptococcus phage SW14, complete genome	16	1	0.732105999999999		
NC_071084.1	Streptococcus phage SW15, complete genome	16	1	0.850209		
NC_071085.1	Streptococcus phage SW18, complete genome	16	1	0.86327		
NC_022776.1	Streptococcus phage TP-778L complete genome	16	1	0.571890999999999		
NC_020197.1	Streptococcus phage TP-J34 complete genome	16	1	0.423216999999999		
NC_070792.1	Gordonia phage Agueybana, complete genome	17	1	0.748445		
NC_031226.1	Gordonia phage BaxterFox, complete genome	17	1	0.536225		
NC_070806.1	Gordonia phage Beenie, complete genome	17	2	0.281227		
NC_070790.1	Gordonia phage Bosnia, complete genome	17	1	0.726329999999999		
NC_070795.1	Gordonia phage BoyNamedSue, complete genome	17	1	0.822938		
NC_070787.1	Gordonia phage Bunnybear, complete genome	17	1	0.613757		
